name,type,height,perimeter,width,route,route_name,route_nickname,route_type,longitude,latitude
イチョウ,高木,8,76,2,3,世田谷町田線,鶴川街道,主要地方道,139.5909642,35.6334512
イチョウ,高木,6,27,2,3,世田谷町田線,鶴川街道,主要地方道,139.5908881,35.6335437
イチョウ,高木,9,102,2,3,世田谷町田線,鶴川街道,主要地方道,139.5908134,35.6335184
イチョウ,高木,9,87,2,3,世田谷町田線,鶴川街道,主要地方道,139.5906889,35.6333603
イチョウ,高木,6,26,1,3,世田谷町田線,鶴川街道,主要地方道,139.590493,35.6334221
イチョウ,高木,9,114,2,3,世田谷町田線,鶴川街道,主要地方道,139.5902225,35.633347
イチョウ,高木,6,51,1,3,世田谷町田線,鶴川街道,主要地方道,139.590189,35.63322
イチョウ,高木,7,63,2,3,世田谷町田線,鶴川街道,主要地方道,139.5901339,35.6332058
イチョウ,高木,9,102,2,3,世田谷町田線,鶴川街道,主要地方道,139.5900616,35.6333067
イチョウ,高木,7,93,2,3,世田谷町田線,鶴川街道,主要地方道,139.5900398,35.6331849
イチョウ,高木,9,116,2,3,世田谷町田線,鶴川街道,主要地方道,139.5899682,35.6332819
イチョウ,高木,9,102,2,3,世田谷町田線,鶴川街道,主要地方道,139.5899137,35.6331557
イチョウ,高木,9,103,2,3,世田谷町田線,鶴川街道,主要地方道,139.5897427,35.6332383
イチョウ,高木,9,139,2,3,世田谷町田線,鶴川街道,主要地方道,139.5896247,35.6330889
イチョウ,高木,9,121,2,3,世田谷町田線,鶴川街道,主要地方道,139.5896164,35.6332154
イチョウ,高木,9,87,2,3,世田谷町田線,鶴川街道,主要地方道,139.5894749,35.6331928
イチョウ,高木,9,91,2,3,世田谷町田線,鶴川街道,主要地方道,139.5894538,35.6330666
イチョウ,高木,9,102,2,3,世田谷町田線,鶴川街道,主要地方道,139.5893501,35.6330606
イチョウ,高木,9,111,2,3,世田谷町田線,鶴川街道,主要地方道,139.5893364,35.633174
イチョウ,高木,9,107,2,3,世田谷町田線,鶴川街道,主要地方道,139.5892512,35.6330453
イチョウ,高木,5,29,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5892083,35.6331538
イチョウ,高木,9,105,2,3,世田谷町田線,鶴川街道,主要地方道,139.5888508,35.6329904
イチョウ,高木,9,111,2,3,世田谷町田線,鶴川街道,主要地方道,139.5887161,35.6329709
イチョウ,高木,9,117,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5886939,35.6330831
イチョウ,高木,6,25,1,3,世田谷町田線,鶴川街道,主要地方道,139.5885904,35.6329501
イチョウ,高木,9,103,2,3,世田谷町田線,鶴川街道,主要地方道,139.5884124,35.632924
イチョウ,高木,9,99,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5883804,35.6330322
イチョウ,高木,6,31,1,3,世田谷町田線,鶴川街道,主要地方道,139.5883072,35.6329064
イチョウ,高木,9,103,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5882854,35.6330165
イチョウ,高木,6,27,1,3,世田谷町田線,鶴川街道,主要地方道,139.5882265,35.6328973
イチョウ,高木,6,32,2,3,世田谷町田線,鶴川街道,主要地方道,139.5881435,35.6329959
イチョウ,高木,6,24,2,3,世田谷町田線,鶴川街道,主要地方道,139.588059,35.632984
イチョウ,高木,9,93,2,3,世田谷町田線,鶴川街道,主要地方道,139.5879691,35.6329696
イチョウ,高木,6,23,1,3,世田谷町田線,鶴川街道,主要地方道,139.587907,35.6328497
イチョウ,高木,6,24,1,3,世田谷町田線,鶴川街道,主要地方道,139.5878618,35.6328435
イチョウ,高木,9,107,2,3,世田谷町田線,鶴川街道,主要地方道,139.5877649,35.6329428
イチョウ,高木,8,82,2,3,世田谷町田線,鶴川街道,主要地方道,139.5877493,35.6328279
イチョウ,高木,9,111,2,3,世田谷町田線,鶴川街道,主要地方道,139.587653,35.6329275
イチョウ,高木,6,24,1,3,世田谷町田線,鶴川街道,主要地方道,139.5876353,35.6328173
イチョウ,高木,9,66,2,3,世田谷町田線,鶴川街道,主要地方道,139.5875345,35.6328039
イチョウ,高木,9,123,2,3,世田谷町田線,鶴川街道,主要地方道,139.5874649,35.6329088
イチョウ,高木,9,93,2,3,世田谷町田線,鶴川街道,主要地方道,139.5872909,35.6328927
イチョウ,高木,6,25,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5872843,35.6327822
イチョウ,高木,9,98,2,3,世田谷町田線,鶴川街道,主要地方道,139.5872265,35.6328884
イチョウ,高木,6,28,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5871688,35.6327745
イチョウ,高木,6,23,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5870968,35.6327712
イチョウ,高木,6,30,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5870605,35.6328775
イチョウ,高木,9,100,2,3,世田谷町田線,鶴川街道,主要地方道,139.5870027,35.6327644
イチョウ,高木,6,28,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5869626,35.6328712
イチョウ,高木,9,68,2,3,世田谷町田線,鶴川街道,主要地方道,139.5868685,35.6327563
イチョウ,高木,9,110,2,3,世田谷町田線,鶴川街道,主要地方道,139.5868073,35.6327523
イチョウ,高木,9,98,2,3,世田谷町田線,鶴川街道,主要地方道,139.5867414,35.6328599
イチョウ,高木,9,114,2,3,世田谷町田線,鶴川街道,主要地方道,139.5866745,35.6327453
イチョウ,高木,9,103,2,3,世田谷町田線,鶴川街道,主要地方道,139.5865861,35.6327391
イチョウ,高木,9,117,2,3,世田谷町田線,鶴川街道,主要地方道,139.5865814,35.6328507
イチョウ,高木,9,102,2,3,世田谷町田線,鶴川街道,主要地方道,139.5865107,35.6327353
イチョウ,高木,9,105,2,3,世田谷町田線,鶴川街道,主要地方道,139.5865104,35.6328453
イチョウ,高木,9,88,2,3,世田谷町田線,鶴川街道,主要地方道,139.5864434,35.6327265
イチョウ,高木,6,27,1,3,世田谷町田線,鶴川街道,主要地方道,139.5863068,35.6328322
イチョウ,高木,9,73,2,3,世田谷町田線,鶴川街道,主要地方道,139.5862822,35.6327079
イチョウ,高木,9,101,2,3,世田谷町田線,鶴川街道,主要地方道,139.586214,35.6328276
イチョウ,高木,9,102,2,3,世田谷町田線,鶴川街道,主要地方道,139.5861629,35.6327063
イチョウ,高木,9,106,2,3,世田谷町田線,鶴川街道,主要地方道,139.5860584,35.6327076
イチョウ,高木,9,93,2,3,世田谷町田線,鶴川街道,主要地方道,139.5860537,35.6328181
イチョウ,高木,8,75,2,3,世田谷町田線,鶴川街道,主要地方道,139.5859806,35.632707
イチョウ,高木,8,89,2,3,世田谷町田線,鶴川街道,主要地方道,139.5859501,35.6328145
イチョウ,高木,9,101,2,3,世田谷町田線,鶴川街道,主要地方道,139.5858913,35.6327026
イチョウ,高木,8,57,2,3,世田谷町田線,鶴川街道,主要地方道,139.5854575,35.6326942
イチョウ,高木,9,99,2,3,世田谷町田線,鶴川街道,主要地方道,139.5853772,35.6328173
イチョウ,高木,9,108,2,3,世田谷町田線,鶴川街道,主要地方道,139.5853499,35.6327018
イチョウ,高木,9,107,2,3,世田谷町田線,鶴川街道,主要地方道,139.585253,35.6328471
イチョウ,高木,9,115,2,3,世田谷町田線,鶴川街道,主要地方道,139.5852376,35.6327044
イチョウ,高木,9,131,2,3,世田谷町田線,鶴川街道,主要地方道,139.5851439,35.6327058
イチョウ,高木,9,103,2,3,世田谷町田線,鶴川街道,主要地方道,139.5850921,35.6328633
イチョウ,高木,9,108,2,3,世田谷町田線,鶴川街道,主要地方道,139.5849939,35.6328639
イチョウ,高木,9,143,2,3,世田谷町田線,鶴川街道,主要地方道,139.5849561,35.6327023
イチョウ,高木,9,96,2,3,世田谷町田線,鶴川街道,主要地方道,139.5848926,35.6328552
イチョウ,高木,9,96,2,3,世田谷町田線,鶴川街道,主要地方道,139.5848511,35.6328565
イチョウ,高木,9,121,2,3,世田谷町田線,鶴川街道,主要地方道,139.5847935,35.6326884
イチョウ,高木,9,127,2,3,世田谷町田線,鶴川街道,主要地方道,139.5845211,35.6326242
イチョウ,高木,9,96,2,3,世田谷町田線,鶴川街道,主要地方道,139.584463,35.6327394
イチョウ,高木,9,110,2,3,世田谷町田線,鶴川街道,主要地方道,139.584367,35.6327026
イチョウ,高木,9,108,2,3,世田谷町田線,鶴川街道,主要地方道,139.5843191,35.6325498
イチョウ,高木,9,105,2,3,世田谷町田線,鶴川街道,主要地方道,139.5842796,35.6326618
イチョウ,高木,9,93,2,3,世田谷町田線,鶴川街道,主要地方道,139.5842282,35.6325061
イチョウ,高木,9,117,2,3,世田谷町田線,鶴川街道,主要地方道,139.5841961,35.6326195
イチョウ,高木,9,104,2,3,世田谷町田線,鶴川街道,主要地方道,139.5841476,35.6324651
イチョウ,高木,9,123,2,3,世田谷町田線,鶴川街道,主要地方道,139.5841099,35.632579
イチョウ,高木,9,109,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5840742,35.63243
イチョウ,高木,6,49,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.583974,35.6323796
イチョウ,高木,8,98,2,3,世田谷町田線,鶴川街道,主要地方道,139.5839724,35.6325076
イチョウ,高木,8,73,2,3,世田谷町田線,鶴川街道,主要地方道,139.5838912,35.6324674
イチョウ,高木,6,28,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5838648,35.6323236
イチョウ,高木,6,21,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5837376,35.6322586
イチョウ,高木,9,84,2,3,世田谷町田線,鶴川街道,主要地方道,139.5836837,35.6323626
イチョウ,高木,6,45,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5836535,35.6322183
イチョウ,高木,9,105,2,3,世田谷町田線,鶴川街道,主要地方道,139.5835974,35.6323185
イチョウ,高木,9,59,2,3,世田谷町田線,鶴川街道,主要地方道,139.5835239,35.6321534
イチョウ,高木,9,58,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5834966,35.6321403
イチョウ,高木,9,98,2,3,世田谷町田線,鶴川街道,主要地方道,139.5834161,35.6322272
イチョウ,高木,9,60,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5833258,35.632053
イチョウ,高木,4.5,21,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.583159,35.6319692
イチョウ,高木,9,92,2,3,世田谷町田線,鶴川街道,主要地方道,139.5831074,35.6320731
イチョウ,高木,4.5,24,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5830374,35.6319087
イチョウ,高木,9,128,2,3,世田谷町田線,鶴川街道,主要地方道,139.5830081,35.6320237
イチョウ,高木,4.5,14,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5829752,35.6318774
イチョウ,高木,9,75,1,3,世田谷町田線,鶴川街道,主要地方道,139.5828816,35.6319607
イチョウ,高木,4.5,18,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5827894,35.6317862
イチョウ,高木,6,34,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5827023,35.631741
イチョウ,高木,9,104,1,3,世田谷町田線,鶴川街道,主要地方道,139.5826683,35.6318516
イチョウ,高木,6,19,1,3,世田谷町田線,鶴川街道,主要地方道,139.5826081,35.6316934
イチョウ,高木,9,99,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5824995,35.6317686
イチョウ,高木,9,110,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5824424,35.6317396
イチョウ,高木,9,102,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5824183,35.6315978
イチョウ,高木,10,82,1,3,世田谷町田線,鶴川街道,主要地方道,139.5823819,35.6317103
イチョウ,高木,9,102,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.5823595,35.6315709
イチョウ,高木,11,114,1,3,世田谷町田線,鶴川街道,主要地方道,139.5820978,35.6314387
イチョウ,高木,10,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.58174,35.6314118
イチョウ,高木,11,112,1,3,世田谷町田線,鶴川街道,主要地方道,139.5816723,35.6312588
イチョウ,高木,10,105,1,3,世田谷町田線,鶴川街道,主要地方道,139.5816542,35.6313767
イチョウ,高木,11,122,1,3,世田谷町田線,鶴川街道,主要地方道,139.5815686,35.6312134
イチョウ,高木,10,146,1,3,世田谷町田線,鶴川街道,主要地方道,139.5815217,35.6313201
イチョウ,高木,10,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.5814205,35.6311552
イチョウ,高木,10,91,1,3,世田谷町田線,鶴川街道,主要地方道,139.5813636,35.6312581
イチョウ,高木,11,140,1,3,世田谷町田線,鶴川街道,主要地方道,139.581286,35.6312245
イチョウ,高木,11,144,1,3,世田谷町田線,鶴川街道,主要地方道,139.5812528,35.6310863
イチョウ,高木,11,132,1,3,世田谷町田線,鶴川街道,主要地方道,139.5811697,35.6310532
イチョウ,高木,11,158,1,3,世田谷町田線,鶴川街道,主要地方道,139.5811151,35.6311557
イチョウ,高木,11,148,1,3,世田谷町田線,鶴川街道,主要地方道,139.5810357,35.6311213
イチョウ,高木,11,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.5810124,35.6309895
イチョウ,高木,10,126,1,3,世田谷町田線,鶴川街道,主要地方道,139.5809501,35.6310869
イチョウ,高木,11,132,1,3,世田谷町田線,鶴川街道,主要地方道,139.5808731,35.6309316
イチョウ,高木,11,154,1,3,世田谷町田線,鶴川街道,主要地方道,139.5808504,35.6310447
イチョウ,高木,10,95,1,3,世田谷町田線,鶴川街道,主要地方道,139.5807639,35.6310118
イチョウ,高木,11,101,1,3,世田谷町田線,鶴川街道,主要地方道,139.5806564,35.6308408
イチョウ,高木,11,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.5805666,35.630803
イチョウ,高木,10,104,1,3,世田谷町田線,鶴川街道,主要地方道,139.5805517,35.630926
イチョウ,高木,10,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.5804143,35.6308667
イチョウ,高木,11,150,1,3,世田谷町田線,鶴川街道,主要地方道,139.580396,35.6307339
イチョウ,高木,10,146,1,3,世田谷町田線,鶴川街道,主要地方道,139.5802602,35.6308027
イチョウ,高木,11,136,1,3,世田谷町田線,鶴川街道,主要地方道,139.5802313,35.6306642
イチョウ,高木,10,132,1,3,世田谷町田線,鶴川街道,主要地方道,139.5801828,35.6307705
イチョウ,高木,11,144,1,3,世田谷町田線,鶴川街道,主要地方道,139.5801558,35.6306321
イチョウ,高木,10,142,1,3,世田谷町田線,鶴川街道,主要地方道,139.580106,35.6307388
イチョウ,高木,10,136,1,3,世田谷町田線,鶴川街道,主要地方道,139.5800276,35.6307063
イチョウ,高木,11,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.579981,35.6305597
イチョウ,高木,10,104,1,3,世田谷町田線,鶴川街道,主要地方道,139.5799204,35.6306615
イチョウ,高木,10,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.5799034,35.6305292
イチョウ,高木,10,104,1,3,世田谷町田線,鶴川街道,主要地方道,139.5798395,35.630629
イチョウ,高木,10,150,1,3,世田谷町田線,鶴川街道,主要地方道,139.5798235,35.6304954
イチョウ,高木,10,136,1,3,世田谷町田線,鶴川街道,主要地方道,139.5797402,35.6304611
イチョウ,高木,10,116,1,3,世田谷町田線,鶴川街道,主要地方道,139.5797086,35.6305749
イチョウ,高木,10,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.5796635,35.6304308
イチョウ,高木,10,99,1,3,世田谷町田線,鶴川街道,主要地方道,139.5796299,35.6305456
イチョウ,高木,10,126,1,3,世田谷町田線,鶴川街道,主要地方道,139.5795862,35.6303984
イチョウ,高木,10,73,1,3,世田谷町田線,鶴川街道,主要地方道,139.5795521,35.6305097
イチョウ,高木,10,154,1,3,世田谷町田線,鶴川街道,主要地方道,139.579476,35.630476
イチョウ,高木,10,101,1,3,世田谷町田線,鶴川街道,主要地方道,139.579398,35.6303217
イチョウ,高木,10,156,1,3,世田谷町田線,鶴川街道,主要地方道,139.5791287,35.6302119
イチョウ,高木,10,128,1,3,世田谷町田線,鶴川街道,主要地方道,139.579047,35.6301814
イチョウ,高木,10,152,1,3,世田谷町田線,鶴川街道,主要地方道,139.5787989,35.6300773
イチョウ,高木,10,126,1,3,世田谷町田線,鶴川街道,主要地方道,139.5787699,35.6301916
イチョウ,高木,10,88,1,3,世田谷町田線,鶴川街道,主要地方道,139.5787354,35.6301752
イチョウ,高木,10,132,1,3,世田谷町田線,鶴川街道,主要地方道,139.5787209,35.6300439
イチョウ,高木,10,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.5786423,35.6300112
イチョウ,高木,10,118,1,3,世田谷町田線,鶴川街道,主要地方道,139.5785793,35.6301104
イチョウ,高木,10,152,1,3,世田谷町田線,鶴川街道,主要地方道,139.578512,35.6300822
イチョウ,高木,10,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.578406,35.6300367
イチョウ,高木,10,140,1,3,世田谷町田線,鶴川街道,主要地方道,139.578387,35.6299075
イチョウ,高木,10,83,1,3,世田谷町田線,鶴川街道,主要地方道,139.5782999,35.6299946
イチョウ,高木,10,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.5782866,35.6298662
イチョウ,高木,10,92,1,3,世田谷町田線,鶴川街道,主要地方道,139.5782276,35.629966
イチョウ,高木,10,109,1,3,世田谷町田線,鶴川街道,主要地方道,139.5781889,35.6298248
イチョウ,高木,10,120,1,3,世田谷町田線,鶴川街道,主要地方道,139.5781695,35.629941
イチョウ,高木,10,140,1,3,世田谷町田線,鶴川街道,主要地方道,139.5780986,35.6297876
イチョウ,高木,10,128,1,3,世田谷町田線,鶴川街道,主要地方道,139.5780927,35.6299091
イチョウ,高木,10,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.5780024,35.6298722
イチョウ,高木,11,158,1,3,世田谷町田線,鶴川街道,主要地方道,139.577991,35.6297441
イチョウ,高木,10,160,1,3,世田谷町田線,鶴川街道,主要地方道,139.5779129,35.6298361
イチョウ,高木,11,156,1,3,世田谷町田線,鶴川街道,主要地方道,139.5778122,35.6296704
イチョウ,高木,11,170,1,3,世田谷町田線,鶴川街道,主要地方道,139.5777224,35.6296332
イチョウ,高木,11,164,1,3,世田谷町田線,鶴川街道,主要地方道,139.5776337,35.6295981
イチョウ,高木,11,155,1,3,世田谷町田線,鶴川街道,主要地方道,139.5775621,35.6295671
イチョウ,高木,10,138,1,3,世田谷町田線,鶴川街道,主要地方道,139.5775546,35.629687
イチョウ,高木,10,96,1,3,世田谷町田線,鶴川街道,主要地方道,139.5774795,35.6295348
イチョウ,高木,10,124,1,3,世田谷町田線,鶴川街道,主要地方道,139.5774418,35.6296438
イチョウ,高木,10,112,1,3,世田谷町田線,鶴川街道,主要地方道,139.5772542,35.6294414
イチョウ,高木,10,120,1,3,世田谷町田線,鶴川街道,主要地方道,139.5771962,35.6295406
イチョウ,高木,10,112,1,3,世田谷町田線,鶴川街道,主要地方道,139.57718,35.6294085
イチョウ,高木,10,136,1,3,世田谷町田線,鶴川街道,主要地方道,139.5771147,35.6295049
イチョウ,高木,10,132,1,3,世田谷町田線,鶴川街道,主要地方道,139.5771001,35.6293752
イチョウ,高木,10,142,1,3,世田谷町田線,鶴川街道,主要地方道,139.5770371,35.6294728
イチョウ,高木,10,98,1,3,世田谷町田線,鶴川街道,主要地方道,139.5770157,35.6293437
イチョウ,高木,10,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.5769534,35.629442
イチョウ,高木,10,120,1,3,世田谷町田線,鶴川街道,主要地方道,139.5768688,35.6292818
イチョウ,高木,10,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.576849,35.6293973
イチョウ,高木,10,130,1,3,世田谷町田線,鶴川街道,主要地方道,139.5767735,35.6292413
イチョウ,高木,10,156,1,3,世田谷町田線,鶴川街道,主要地方道,139.5767661,35.6293658
イチョウ,高木,10,132,1,3,世田谷町田線,鶴川街道,主要地方道,139.5766915,35.6293331
イチョウ,高木,10,148,1,3,世田谷町田線,鶴川街道,主要地方道,139.5766903,35.6292087
イチョウ,高木,10,148,1,3,世田谷町田線,鶴川街道,主要地方道,139.576611,35.6293005
イチョウ,高木,10,142,1,3,世田谷町田線,鶴川街道,主要地方道,139.5764725,35.6292424
イチョウ,高木,10,119,1,3,世田谷町田線,鶴川街道,主要地方道,139.5764418,35.6291047
イチョウ,高木,10,116,1,3,世田谷町田線,鶴川街道,主要地方道,139.5763619,35.6290701
イチョウ,高木,9,67,1,3,世田谷町田線,鶴川街道,主要地方道,139.5763367,35.6291858
イチョウ,高木,11,78,1,3,世田谷町田線,鶴川街道,主要地方道,139.5762971,35.6291743
イチョウ,高木,11,104,1,3,世田谷町田線,鶴川街道,主要地方道,139.5762261,35.6291486
イチョウ,高木,11,106,1,3,世田谷町田線,鶴川街道,主要地方道,139.5760815,35.6290889
イチョウ,高木,10,138,1,3,世田谷町田線,鶴川街道,主要地方道,139.5760603,35.6289306
イチョウ,高木,10,128,1,3,世田谷町田線,鶴川街道,主要地方道,139.5759882,35.6289002
イチョウ,高木,11,102,1,3,世田谷町田線,鶴川街道,主要地方道,139.5759512,35.6290376
イチョウ,高木,10,105,1,3,世田谷町田線,鶴川街道,主要地方道,139.5759189,35.6288711
イチョウ,高木,11,102,1,3,世田谷町田線,鶴川街道,主要地方道,139.5759098,35.6290193
イチョウ,高木,11,112,1,3,世田谷町田線,鶴川街道,主要地方道,139.5756965,35.6289329
イチョウ,高木,11,90,1,3,世田谷町田線,鶴川街道,主要地方道,139.5755872,35.6288897
イチョウ,高木,11,107,1,3,世田谷町田線,鶴川街道,主要地方道,139.5754935,35.6287136
イチョウ,高木,11,95,1,3,世田谷町田線,鶴川街道,主要地方道,139.5753931,35.6286891
イチョウ,高木,11,100,1,3,世田谷町田線,鶴川街道,主要地方道,139.5753325,35.6288175
イチョウ,高木,11,102,1,3,世田谷町田線,鶴川街道,主要地方道,139.5752711,35.62866
イチョウ,高木,11,88,1,3,世田谷町田線,鶴川街道,主要地方道,139.5751455,35.6286412
イチョウ,高木,11,104,1,3,世田谷町田線,鶴川街道,主要地方道,139.5750855,35.6287727
イチョウ,高木,11,94,1,3,世田谷町田線,鶴川街道,主要地方道,139.5750208,35.6286273
イチョウ,高木,11,92,1,3,世田谷町田線,鶴川街道,主要地方道,139.5750019,35.6287633
イチョウ,高木,11,108,1,3,世田谷町田線,鶴川街道,主要地方道,139.5749418,35.628758
イチョウ,高木,11,91,1,3,世田谷町田線,鶴川街道,主要地方道,139.5749072,35.6286181
イチョウ,高木,11,106,1,3,世田谷町田線,鶴川街道,主要地方道,139.5748145,35.6287491
イチョウ,高木,10,97,1,3,世田谷町田線,鶴川街道,主要地方道,139.5747817,35.6286097
イチョウ,高木,11,114,1,3,世田谷町田線,鶴川街道,主要地方道,139.5738576,35.6286464
イチョウ,高木,11,134,1,3,世田谷町田線,鶴川街道,主要地方道,139.5737865,35.6286297
イチョウ,高木,10,106,1,3,世田谷町田線,鶴川街道,主要地方道,139.5736566,35.6284386
イチョウ,高木,10,86,1,3,世田谷町田線,鶴川街道,主要地方道,139.5735805,35.6284133
イチョウ,高木,9,62,1,3,世田谷町田線,鶴川街道,主要地方道,139.573521,35.628545
イチョウ,高木,10,80,1,3,世田谷町田線,鶴川街道,主要地方道,139.5734981,35.628378
イチョウ,高木,10,78,1,3,世田谷町田線,鶴川街道,主要地方道,139.5734659,35.6285217
イチョウ,高木,10,88,1,3,世田谷町田線,鶴川街道,主要地方道,139.5734176,35.6285011
イチョウ,高木,10,88,1,3,世田谷町田線,鶴川街道,主要地方道,139.5734082,35.6283393
イチョウ,高木,10,75,1,3,世田谷町田線,鶴川街道,主要地方道,139.5733769,35.6284839
イチョウ,高木,10,82,1,3,世田谷町田線,鶴川街道,主要地方道,139.5733385,35.6284679
イチョウ,高木,10,86,1,3,世田谷町田線,鶴川街道,主要地方道,139.5733074,35.6282884
イチョウ,高木,10,73,1,3,世田谷町田線,鶴川街道,主要地方道,139.5732439,35.6284151
イチョウ,高木,10,86,1,3,世田谷町田線,鶴川街道,主要地方道,139.5731759,35.6282104
イチョウ,高木,10,112,1,3,世田谷町田線,鶴川街道,主要地方道,139.5731469,35.6283688
イチョウ,高木,10,110,1,3,世田谷町田線,鶴川街道,主要地方道,139.5730855,35.6283283
イチョウ,高木,10,67,1,3,世田谷町田線,鶴川街道,主要地方道,139.5730826,35.6281461
イチョウ,高木,10,70,1,3,世田谷町田線,鶴川街道,主要地方道,139.5730425,35.6281177
イチョウ,高木,7,43,0.5,3,世田谷町田線,鶴川街道,主要地方道,139.5730231,35.6282877
イチョウ,高木,10,80,1,3,世田谷町田線,鶴川街道,主要地方道,139.5730018,35.6280872
イチョウ,高木,10,72,1,3,世田谷町田線,鶴川街道,主要地方道,139.5726828,35.6278168
イチョウ,高木,10,96,1,3,世田谷町田線,鶴川街道,主要地方道,139.5726425,35.6277804
イチョウ,高木,11,96,1,3,世田谷町田線,鶴川街道,主要地方道,139.5725406,35.6279311
イチョウ,高木,11,112,1,3,世田谷町田線,鶴川街道,主要地方道,139.5724431,35.6276203
イチョウ,高木,11,102,1,3,世田谷町田線,鶴川街道,主要地方道,139.5723911,35.627581
イチョウ,高木,10,98,1,3,世田谷町田線,鶴川街道,主要地方道,139.5723726,35.6278079
イチョウ,高木,11,106,1,3,世田谷町田線,鶴川街道,主要地方道,139.5723398,35.6275413
イチョウ,高木,10,85,1,3,世田谷町田線,鶴川街道,主要地方道,139.5722933,35.6277429
イチョウ,高木,10,76,1,3,世田谷町田線,鶴川街道,主要地方道,139.5722443,35.6277069
イチョウ,高木,10,86,1,3,世田谷町田線,鶴川街道,主要地方道,139.5722225,35.6274478
イチョウ,高木,10,84,1,3,世田谷町田線,鶴川街道,主要地方道,139.5721946,35.6276704
イチョウ,高木,10,71,1,3,世田谷町田線,鶴川街道,主要地方道,139.5721525,35.6276378
イチョウ,高木,10,94,1,3,世田谷町田線,鶴川街道,主要地方道,139.5721342,35.627379
イチョウ,高木,10,81,1,3,世田谷町田線,鶴川街道,主要地方道,139.5721075,35.6275959
イチョウ,高木,9,92,1,3,世田谷町田線,鶴川街道,主要地方道,139.5720527,35.627558
サクラ,高木,5,164,5,3,世田谷町田線,鶴川街道,主要地方道,139.570621,35.6261899
ケヤキ,高木,9,65,5,3,世田谷町田線,鶴川街道,主要地方道,139.4835,35.58461644
ケヤキ,高木,12,173,7,3,世田谷町田線,鶴川街道,主要地方道,139.4833904,35.58458907
トウカエデ,高木,10,88,5,3,世田谷町田線,鶴川街道,主要地方道,139.4830512,35.58467979
トウカエデ,高木,10,97,5,3,世田谷町田線,鶴川街道,主要地方道,139.4829627,35.58467059
トウカエデ,高木,10,84,5,3,世田谷町田線,鶴川街道,主要地方道,139.4828746,35.58465849
トウカエデ,高木,8.5,85,5,3,世田谷町田線,鶴川街道,主要地方道,139.4827902,35.58464571
ケヤキ,高木,11.5,143,7,3,世田谷町田線,鶴川街道,主要地方道,139.482584,35.58448073
ケヤキ,高木,10,136,5,3,世田谷町田線,鶴川街道,主要地方道,139.4824737,35.58445935
トウカエデ,高木,10.5,84,6,3,世田谷町田線,鶴川街道,主要地方道,139.4824424,35.58459911
ケヤキ,高木,11,96,3.5,3,世田谷町田線,鶴川街道,主要地方道,139.4824228,35.58444647
ケヤキ,高木,11,157,7,3,世田谷町田線,鶴川街道,主要地方道,139.4823715,35.58441656
トウカエデ,高木,9,87,6,3,世田谷町田線,鶴川街道,主要地方道,139.4823523,35.58458742
クロガネモチ,高木,3,25,2.5,3,世田谷町田線,鶴川街道,主要地方道,139.4820802,35.58449066
クロガネモチ,高木,2.5,17,1,3,世田谷町田線,鶴川街道,主要地方道,139.4818438,35.5843941
クロガネモチ,高木,3.5,32,1.5,3,世田谷町田線,鶴川街道,主要地方道,139.4815457,35.5842532
